order_id,customer_id,product_id,order_date,region,channel,quantity,total_amount,status
51,756,31,2024-06-28,South,web,1,2920.22,delivered
52,369,211,2023-03-25,South,web,2,4650.54,delivered
53,696,9,2024-12-15,North,web,3,3179.64,delivered
54,188,200,2025-10-24,South,mobile,3,1500.81,delivered
55,1965,299,2023-09-23,South,marketplace,3,3403.02,delivered
56,1563,396,2023-10-07,South,mobile,2,7140.1,delivered
57,1897,346,2025-03-28,West,marketplace,1,1506.0,delivered
58,415,286,2024-09-28,South,web,4,1275.48,cancelled
59,2097,201,2023-03-08,West,marketplace,1,1523.35,delivered
60,957,274,2025-11-17,South,marketplace,1,342.26,delivered
61,2003,41,2023-02-13,North,mobile,3,2036.25,delivered
62,363,225,2024-10-08,East,marketplace,2,1236.26,delivered
63,815,259,2023-09-15,West,mobile,2,4214.14,delivered
64,439,55,2025-04-23,West,web,3,4464.6,cancelled
65,1261,342,2023-07-05,North,marketplace,2,9302.1,cancelled
66,2012,263,2024-09-11,West,web,2,1632.44,delivered
67,173,104,2024-06-29,North,web,4,1541.48,delivered
68,346,40,2024-04-12,West,web,2,1102.64,delivered
69,365,192,2024-06-16,West,mobile,4,5115.72,delivered
70,1781,392,2024-05-17,North,web,2,3018.88,delivered
71,2442,52,2023-11-25,South,marketplace,1,367.87,delivered
72,1532,10,2024-06-10,East,mobile,1,589.14,delivered
73,2260,172,2023-06-27,West,web,1,512.78,delivered
74,950,250,2023-06-15,South,web,3,1410.66,delivered
75,991,166,2024-10-23,South,marketplace,3,2972.13,delivered
76,1496,292,2024-06-14,South,web,1,481.32,delivered
77,28,312,2024-11-04,South,mobile,3,3937.5,delivered
78,1546,59,2024-09-05,North,mobile,2,2595.86,delivered
79,803,227,2024-11-17,South,web,1,241.79,delivered
80,495,377,2023-11-21,North,mobile,3,4725.3,cancelled
81,749,41,2025-12-20,West,mobile,1,678.75,returned
82,1774,256,2023-11-12,South,marketplace,2,309.54,delivered
83,1913,283,2023-11-05,South,web,2,3253.1,delivered
84,687,205,2023-11-24,North,marketplace,1,781.41,delivered
85,86,210,2023-02-13,South,mobile,4,7184.76,returned
86,2353,342,2025-12-26,North,marketplace,1,4651.05,delivered
87,512,287,2025-08-21,West,web,2,1872.12,delivered
88,1849,185,2025-12-13,South,web,2,629.76,cancelled
89,78,284,2024-06-01,North,marketplace,3,2413.14,delivered
90,2482,309,2025-07-29,South,mobile,4,3361.16,returned
91,958,177,2025-06-08,West,web,3,1631.97,delivered
92,552,14,2023-10-01,South,marketplace,1,847.54,delivered
93,5,219,2024-09-20,West,web,1,412.56,delivered
94,482,308,2023-03-16,West,marketplace,2,2438.18,delivered
95,345,19,2025-06-23,West,marketplace,2,1287.88,delivered
96,927,41,2024-01-23,West,web,1,678.75,delivered
97,1294,103,2025-07-30,South,mobile,1,980.98,delivered
98,1105,380,2024-11-28,West,mobile,2,1334.78,delivered
99,485,266,2024-10-19,East,marketplace,5,4970.3,delivered
100,913,45,2023-11-21,North,marketplace,2,1215.1,delivered
101,2108,219,2025-05-26,East,web,4,1650.24,delivered
102,1868,290,2023-09-29,North,marketplace,2,1444.22,delivered
103,460,53,2023-06-16,West,mobile,3,790.17,delivered
104,746,249,2023-12-21,North,mobile,5,5103.0,delivered
105,834,342,2025-01-09,West,web,2,9302.1,delivered
106,325,84,2025-03-11,West,marketplace,1,631.3,delivered
107,1232,294,2023-04-11,South,web,3,2033.55,cancelled
108,1968,367,2025-11-07,South,web,3,735.24,delivered
109,645,24,2023-09-15,North,web,2,1132.48,delivered
110,1849,67,2025-10-02,North,mobile,2,1333.96,delivered
111,691,298,2024-10-07,West,marketplace,2,877.84,delivered
112,2129,139,2025-12-20,North,web,2,3798.44,cancelled
113,557,353,2023-04-17,South,marketplace,4,1286.6,delivered
114,653,327,2024-11-07,South,web,2,995.48,delivered
115,503,166,2024-07-06,South,marketplace,3,2972.13,delivered
116,921,83,2023-09-01,East,mobile,2,1678.54,delivered
117,1799,272,2025-04-12,South,mobile,3,1680.18,delivered
118,1936,118,2024-06-21,West,marketplace,5,1141.95,delivered
119,330,254,2025-09-09,North,web,1,915.74,delivered
120,845,46,2025-08-08,West,mobile,2,3121.08,delivered
121,934,324,2023-10-21,West,web,1,1139.0,cancelled
122,2369,88,2023-12-29,South,marketplace,4,1132.68,delivered
123,505,246,2023-11-10,North,mobile,1,1039.82,delivered
124,1402,163,2025-04-06,South,mobile,2,1062.42,delivered
125,1050,281,2025-08-02,East,mobile,1,6259.97,delivered
126,1452,153,2025-06-11,North,mobile,5,6964.75,returned
127,1827,245,2023-01-02,South,marketplace,1,428.35,delivered
128,1871,116,2024-11-19,South,web,2,2091.38,delivered
129,2385,42,2023-02-11,West,web,2,683.18,cancelled
130,334,197,2025-12-24,West,mobile,1,1405.13,delivered
131,2359,188,2025-10-15,West,mobile,1,1668.68,delivered
132,442,169,2024-02-05,West,web,2,3699.96,delivered
133,373,392,2024-01-20,East,mobile,5,7547.2,cancelled
134,2288,161,2023-05-16,West,web,1,1474.75,delivered
135,332,247,2024-10-03,West,marketplace,2,197.92,delivered
136,1284,173,2024-12-19,South,web,2,1022.1,delivered
137,1253,323,2025-03-18,West,web,6,10620.78,delivered
138,886,319,2023-06-29,South,marketplace,2,2752.1,delivered
139,1202,151,2024-10-01,South,web,2,5398.36,delivered
140,1937,135,2025-02-11,North,mobile,2,1303.54,delivered
141,726,235,2025-07-12,North,web,2,2118.86,delivered
142,823,221,2023-01-22,North,web,3,3327.0,delivered
143,328,358,2024-07-13,North,web,2,1036.16,delivered
144,1173,45,2023-12-09,South,marketplace,3,1822.65,cancelled
145,1933,378,2024-09-29,West,web,1,817.06,delivered
146,1961,169,2024-09-20,West,mobile,1,1849.98,cancelled
147,1386,167,2024-03-17,South,web,2,1388.26,delivered
148,2492,392,2025-12-04,North,web,1,1509.44,returned
149,2333,308,2024-12-07,South,web,5,6095.45,delivered
150,1528,320,2023-12-21,West,mobile,2,1549.72,delivered
151,2320,385,2025-11-22,West,marketplace,3,497.94,delivered
152,2351,358,2024-01-13,West,web,3,1554.24,returned
153,903,391,2025-05-24,East,web,2,734.06,delivered
154,430,313,2025-04-10,West,mobile,2,1246.66,delivered
155,820,50,2023-06-22,North,web,3,4837.68,delivered
156,1800,255,2024-01-20,North,web,2,556.78,delivered
157,2149,55,2023-10-23,South,mobile,2,2976.4,delivered
158,2438,241,2025-11-30,West,marketplace,3,2113.35,delivered
159,1076,221,2024-05-04,West,web,3,3327.0,returned
160,546,266,2025-10-01,South,marketplace,2,1988.12,delivered
161,102,46,2024-11-25,West,mobile,2,3121.08,delivered
162,2430,314,2025-05-04,South,mobile,1,1248.4,delivered
163,80,78,2023-10-19,South,mobile,2,2054.5,delivered
164,8,24,2024-02-26,South,web,1,566.24,delivered
165,1002,133,2025-07-19,North,web,2,4513.94,delivered
166,563,323,2025-02-19,South,web,2,3540.26,delivered
167,2327,80,2025-11-10,North,mobile,2,3470.96,delivered
168,132,350,2025-05-17,East,marketplace,1,524.55,delivered
169,978,337,2025-01-05,West,web,2,814.42,cancelled
170,1590,200,2025-01-09,North,mobile,1,500.27,delivered
171,1198,214,2023-11-21,North,marketplace,2,2141.0,delivered
172,2044,265,2023-06-28,West,mobile,4,5692.64,delivered
173,2290,278,2024-11-10,South,web,1,1654.95,delivered
174,601,351,2024-11-10,South,mobile,3,7079.55,delivered
175,99,397,2025-09-13,East,mobile,1,356.41,returned
176,479,344,2023-11-06,West,marketplace,1,1958.07,delivered
177,878,399,2023-11-03,East,web,4,8058.04,cancelled
178,1705,135,2025-11-10,West,marketplace,5,3258.85,delivered
179,1550,88,2024-07-07,West,marketplace,1,283.17,returned
180,1849,325,2024-07-12,North,mobile,1,1139.14,delivered
181,2319,300,2024-12-20,North,web,2,1154.92,returned
182,1841,365,2023-01-11,North,web,5,8008.65,delivered
183,823,292,2023-08-25,West,mobile,1,481.32,delivered
184,502,239,2025-11-02,West,web,3,2997.42,delivered
185,536,120,2023-06-08,West,web,3,1635.87,delivered
186,301,131,2025-11-11,East,web,3,2892.15,delivered
187,1646,204,2025-11-08,South,web,1,784.66,cancelled
188,1418,270,2023-03-17,North,web,4,7985.04,delivered
189,1320,354,2024-08-25,North,marketplace,1,973.14,cancelled
190,2479,378,2023-12-09,South,marketplace,6,4902.36,delivered
191,325,393,2025-01-01,South,mobile,2,2541.68,delivered
192,1114,350,2025-11-16,West,web,2,1049.1,delivered
193,2020,289,2023-12-14,East,web,4,3418.72,delivered
194,1385,201,2023-06-24,West,marketplace,2,3046.7,returned
195,923,371,2025-11-17,West,mobile,1,1078.99,delivered
196,228,304,2025-05-11,North,web,3,2203.83,returned
197,257,92,2024-02-12,South,web,1,267.57,cancelled
198,91,183,2025-08-24,East,mobile,3,8719.95,delivered
199,227,269,2024-09-02,West,mobile,3,3955.02,returned
200,5,322,2023-05-09,South,web,3,5753.01,delivered
201,1046,212,2024-02-23,South,mobile,4,1206.52,delivered
202,1146,135,2025-04-01,North,web,4,2607.08,delivered
203,385,327,2023-12-18,South,marketplace,2,995.48,delivered
204,827,50,2024-12-17,West,mobile,3,4837.68,delivered
205,805,118,2023-08-13,West,web,3,685.17,returned
206,170,2,2025-05-22,West,mobile,2,1233.58,delivered
207,100,332,2023-09-19,West,mobile,3,1182.15,returned
208,505,147,2024-01-03,West,mobile,3,1911.87,delivered
209,802,285,2025-05-11,East,mobile,1,1111.32,delivered
210,2271,264,2023-09-09,West,marketplace,2,1943.9,delivered
211,194,120,2024-05-28,North,web,1,545.29,cancelled
212,1401,66,2025-06-30,South,web,2,3567.98,delivered
213,1674,203,2024-12-13,North,web,3,4785.96,delivered
214,1666,319,2023-04-08,South,mobile,2,2752.1,delivered
215,2010,8,2023-05-06,West,mobile,3,3264.3,cancelled
216,747,171,2025-05-10,South,web,1,620.2,delivered
217,1588,195,2023-03-08,East,mobile,2,1720.56,delivered
218,1491,125,2023-07-20,North,web,3,2254.08,cancelled
219,906,234,2023-03-18,South,marketplace,2,2656.38,delivered
220,2200,188,2023-09-04,South,mobile,5,8343.4,delivered
221,1543,314,2024-11-29,West,web,2,2496.8,delivered
222,654,330,2023-12-11,West,web,1,2262.63,returned
223,2012,156,2023-02-01,West,web,4,9433.92,delivered
224,2483,306,2024-12-22,North,web,3,2614.47,delivered
225,2404,131,2024-11-05,West,marketplace,2,1928.1,delivered
226,2055,333,2024-09-27,West,mobile,2,2646.9,delivered
227,1051,346,2024-11-17,East,marketplace,2,3012.0,delivered
228,360,86,2024-12-09,South,mobile,2,1049.18,delivered
229,58,351,2023-09-06,West,web,1,2359.85,delivered
230,965,66,2023-01-18,South,web,4,7135.96,cancelled
231,2250,112,2024-03-16,North,mobile,1,290.85,delivered
232,229,154,2023-01-21,South,marketplace,3,8321.97,delivered
233,206,366,2024-04-13,South,web,4,3786.76,delivered
234,982,65,2025-07-25,South,web,1,728.96,delivered
235,240,357,2023-05-14,West,marketplace,3,11539.14,delivered
236,121,245,2025-01-21,East,web,1,428.35,delivered
237,635,140,2024-11-22,West,web,3,4083.57,delivered
238,732,242,2025-08-19,West,web,5,16680.5,returned
239,1592,169,2024-09-02,North,web,3,5549.94,delivered
240,392,343,2025-01-23,West,marketplace,3,9499.74,delivered
241,440,263,2025-04-29,South,mobile,2,1632.44,delivered
242,664,361,2024-11-24,East,web,2,1046.04,delivered
243,2069,251,2023-09-22,South,mobile,2,2035.66,cancelled
244,630,236,2025-11-15,North,mobile,1,1937.44,delivered
245,1788,85,2024-06-29,West,mobile,1,1516.5,delivered
246,1166,50,2023-10-07,South,web,1,1612.56,delivered
247,1441,262,2025-08-20,East,web,2,1068.04,delivered
248,1871,253,2024-12-05,East,mobile,2,7048.36,cancelled
249,778,98,2024-02-20,East,web,1,419.58,delivered
250,739,139,2025-03-31,East,marketplace,1,1899.22,delivered
251,1887,133,2024-06-20,South,mobile,2,4513.94,delivered
252,1974,289,2024-12-25,East,marketplace,3,2564.04,delivered
253,18,259,2025-09-23,South,marketplace,3,6321.21,delivered
254,651,94,2023-01-24,South,web,1,593.28,delivered
255,1108,7,2025-04-16,South,marketplace,3,246.09,delivered
256,2057,311,2025-11-06,West,mobile,2,711.04,delivered
257,1542,390,2025-07-25,West,mobile,2,3045.84,delivered
258,2157,283,2025-12-30,North,web,2,3253.1,delivered
259,201,128,2024-04-24,North,marketplace,1,960.24,delivered
260,1928,14,2023-10-26,South,web,2,1695.08,returned
261,429,170,2024-01-31,South,mobile,4,1521.24,returned
262,526,218,2023-02-12,West,marketplace,2,1307.82,cancelled
263,835,261,2024-12-20,North,web,2,1103.2,cancelled
264,838,355,2023-06-13,North,mobile,3,4303.8,delivered
265,404,68,2025-09-07,West,web,1,3496.59,returned
266,1847,156,2025-12-27,East,web,3,7075.44,delivered
267,1486,200,2024-04-24,West,web,3,1500.81,delivered
268,578,199,2025-04-12,West,mobile,4,6317.72,delivered
269,102,390,2023-11-27,South,web,3,4568.76,delivered
270,1437,321,2025-12-26,West,web,6,9606.66,returned
271,1300,112,2025-11-08,South,mobile,2,581.7,delivered
272,2009,284,2024-12-31,South,marketplace,1,804.38,delivered
273,58,78,2024-09-18,North,marketplace,3,3081.75,delivered
274,1011,332,2023-01-25,South,web,2,788.1,cancelled
275,2087,299,2025-12-14,West,mobile,2,2268.68,delivered
276,1721,393,2023-01-06,East,marketplace,2,2541.68,returned
277,1708,138,2025-11-09,West,mobile,1,1160.79,delivered
278,282,125,2024-07-05,East,marketplace,1,751.36,delivered
279,1120,195,2025-12-26,North,mobile,4,3441.12,delivered
280,2096,321,2024-03-14,East,marketplace,5,8005.55,delivered
281,1888,82,2024-01-11,West,web,2,778.82,delivered
282,522,270,2024-12-11,South,mobile,1,1996.26,delivered
283,553,173,2025-03-26,East,marketplace,3,1533.15,delivered
284,2086,193,2024-11-03,North,mobile,1,1738.6,delivered
285,1473,371,2023-02-05,North,web,2,2157.98,returned
286,2369,105,2023-08-12,East,mobile,2,10803.88,delivered
287,568,233,2024-03-31,West,web,1,1010.11,delivered
288,1482,30,2023-12-27,West,web,2,499.76,delivered
289,1956,287,2024-12-20,North,web,3,2808.18,delivered
290,2344,179,2025-12-05,East,mobile,2,562.66,delivered
291,1907,245,2024-12-04,East,mobile,2,856.7,delivered
292,145,39,2024-11-02,North,marketplace,2,5557.06,returned
293,2061,183,2023-03-17,North,marketplace,2,5813.3,delivered
294,420,106,2023-12-07,East,marketplace,3,4348.62,delivered
295,1152,341,2025-06-24,North,mobile,2,2315.58,delivered
296,2094,249,2025-07-18,North,web,1,1020.6,delivered
297,1203,350,2023-07-30,South,marketplace,2,1049.1,delivered
298,1296,149,2025-02-06,West,marketplace,3,690.9,delivered
299,1495,67,2025-08-29,South,web,2,1333.96,delivered
300,748,282,2025-11-12,North,web,2,13552.66,returned
301,1872,83,2024-06-11,South,web,3,2517.81,delivered
302,2335,61,2024-03-19,South,web,1,1877.95,delivered
303,1566,197,2023-03-28,North,web,2,2810.26,delivered
304,884,114,2023-11-30,North,web,1,842.0,returned
305,444,104,2023-04-22,West,marketplace,4,1541.48,delivered
306,1005,225,2024-09-18,South,web,2,1236.26,delivered
307,1677,244,2023-10-05,North,mobile,4,6061.08,delivered
308,825,106,2025-10-03,East,web,2,2899.08,delivered
309,545,214,2023-08-12,West,web,6,6423.0,returned
310,2314,309,2023-03-09,North,mobile,2,1680.58,returned
311,2411,273,2025-10-25,East,web,1,269.17,delivered
312,126,345,2024-11-21,East,marketplace,1,547.15,delivered
313,795,314,2024-11-19,West,web,4,4993.6,delivered
314,739,318,2024-12-21,South,mobile,3,4902.54,returned
315,1534,244,2023-03-10,North,web,4,6061.08,delivered
316,1354,117,2023-03-30,East,mobile,3,3742.8,delivered
317,1686,85,2023-12-22,West,mobile,2,3033.0,cancelled
318,2280,161,2024-05-09,South,mobile,4,5899.0,delivered
319,1553,84,2024-08-06,North,web,3,1893.9,delivered
320,386,259,2025-03-19,West,mobile,2,4214.14,cancelled
321,1920,28,2024-11-09,South,web,2,3647.64,delivered
322,1288,395,2024-07-12,North,marketplace,2,918.46,delivered
323,2120,73,2025-05-29,West,web,1,574.31,delivered
324,2284,210,2024-10-05,South,marketplace,4,7184.76,delivered
325,766,142,2023-03-12,North,mobile,2,1887.98,delivered
326,111,264,2024-08-06,South,web,3,2915.85,delivered
327,955,205,2024-02-08,North,web,3,2344.23,delivered
328,532,30,2024-02-08,East,mobile,1,249.88,delivered
329,69,271,2023-09-17,West,marketplace,3,5568.51,delivered
330,473,264,2025-02-12,South,web,4,3887.8,cancelled
331,1192,56,2023-10-06,North,marketplace,2,5026.2,returned
332,2114,248,2023-06-08,West,mobile,2,1372.86,delivered
333,2440,260,2024-12-24,North,web,1,976.33,delivered
334,879,261,2025-06-18,North,mobile,7,3861.2,delivered
335,2235,262,2025-10-31,West,web,3,1602.06,delivered
336,2422,136,2023-10-14,West,mobile,3,1816.29,delivered
337,1090,371,2023-01-07,North,web,8,8631.92,delivered
338,818,93,2024-09-16,South,mobile,4,1813.08,returned
339,1186,160,2025-12-19,North,marketplace,2,2653.72,delivered
340,278,320,2023-10-22,South,mobile,3,2324.58,delivered
341,1734,329,2024-01-22,West,marketplace,2,3907.12,delivered
342,1236,280,2025-10-18,East,marketplace,2,1025.68,delivered
343,384,143,2024-12-26,North,web,3,5376.54,delivered
344,510,68,2024-11-19,North,mobile,3,10489.77,delivered
345,2079,82,2025-03-22,East,web,2,778.82,delivered
346,277,79,2023-07-29,South,web,2,1895.86,delivered
347,2316,147,2024-05-31,South,mobile,4,2549.16,delivered
348,1835,275,2023-10-02,North,web,1,1203.91,cancelled
349,655,372,2024-11-19,West,mobile,2,1663.1,delivered
350,41,134,2024-12-18,East,web,3,1474.95,delivered
351,810,59,2024-08-26,East,web,2,2595.86,cancelled
352,2015,10,2025-04-18,West,marketplace,2,1178.28,returned
353,356,295,2023-07-15,West,mobile,4,12113.08,delivered
354,2120,391,2024-06-16,South,mobile,1,367.03,delivered
355,2382,258,2023-01-12,South,web,3,5345.55,delivered
356,1737,261,2023-10-25,South,web,3,1654.8,returned
357,2388,214,2023-05-03,West,mobile,2,2141.0,delivered
358,369,92,2023-12-08,West,mobile,1,267.57,delivered
359,1200,29,2025-10-24,North,web,3,1938.69,delivered
360,627,280,2025-10-29,East,web,3,1538.52,delivered
361,407,90,2023-12-02,West,marketplace,3,3142.08,delivered
362,2338,33,2024-10-07,North,mobile,4,10937.92,delivered
363,1099,322,2023-11-21,South,web,2,3835.34,delivered
364,1755,204,2023-10-31,West,web,4,3138.64,returned
365,200,330,2024-07-06,North,mobile,3,6787.89,delivered
366,2323,291,2025-11-16,North,mobile,1,4341.14,delivered
367,1005,244,2025-10-28,East,marketplace,1,1515.27,delivered
368,1742,111,2025-10-13,North,mobile,2,2192.92,delivered
369,1116,302,2025-11-14,South,marketplace,3,2933.73,delivered
370,1947,370,2025-08-26,North,web,1,759.02,delivered
371,2329,49,2023-07-14,South,mobile,4,4356.64,delivered
372,1449,209,2023-01-21,South,mobile,2,728.36,delivered
373,1307,209,2023-12-24,West,marketplace,2,728.36,cancelled
374,1917,123,2023-03-15,South,marketplace,4,16056.76,delivered
375,1864,111,2023-10-21,West,web,2,2192.92,delivered
376,962,141,2023-09-02,North,web,3,4176.36,cancelled
377,2330,382,2024-08-08,North,web,4,1748.16,returned
378,2469,230,2025-11-15,South,marketplace,5,5474.4,delivered
379,2001,289,2025-01-21,West,mobile,1,854.68,delivered
380,1229,197,2025-01-28,East,mobile,1,1405.13,delivered
381,1343,56,2024-06-13,West,marketplace,3,7539.3,delivered
382,373,277,2025-08-28,East,web,3,3545.04,delivered
383,1482,103,2025-01-02,North,web,2,1961.96,returned
384,1908,338,2025-12-12,North,marketplace,2,930.74,delivered
385,1932,150,2023-03-10,West,web,4,9704.44,delivered
386,182,393,2024-01-17,West,mobile,1,1270.84,delivered
387,524,10,2024-12-19,North,web,1,589.14,returned
388,1965,303,2024-01-05,North,mobile,3,1225.62,delivered
389,919,348,2024-02-28,North,marketplace,2,635.1,delivered
390,1875,216,2024-02-18,North,web,3,1330.89,delivered
391,607,311,2025-07-13,West,marketplace,3,1066.56,delivered
392,136,181,2023-10-10,West,web,1,2130.01,delivered
393,514,349,2025-03-23,North,mobile,2,702.96,delivered
394,338,177,2023-09-19,West,web,3,1631.97,delivered
395,974,287,2024-12-05,West,marketplace,1,936.06,delivered
396,1074,133,2024-10-29,South,mobile,4,9027.88,delivered
397,1150,45,2023-09-01,East,mobile,4,2430.2,delivered
398,2157,316,2024-11-16,East,web,3,4466.43,delivered
399,1734,150,2023-07-20,East,mobile,3,7278.33,delivered
400,121,39,2024-10-19,South,web,2,5557.06,delivered
401,14,186,2025-01-29,West,mobile,4,4900.52,delivered
402,270,104,2023-11-15,East,marketplace,1,385.37,delivered
403,281,347,2023-10-25,North,mobile,1,1284.23,delivered
404,988,324,2023-11-10,North,web,2,2278.0,delivered
405,1075,273,2023-02-20,East,web,1,269.17,delivered
406,1357,80,2024-10-15,West,marketplace,2,3470.96,delivered
407,1723,246,2024-11-24,East,web,2,2079.64,delivered
408,1452,183,2025-11-06,East,mobile,2,5813.3,cancelled
409,1855,274,2023-04-30,North,web,1,342.26,returned
410,791,160,2023-12-26,South,web,2,2653.72,delivered
411,702,200,2025-12-14,West,mobile,2,1000.54,delivered
412,1760,18,2024-09-26,South,web,4,7440.4,delivered
413,198,342,2024-07-02,West,web,1,4651.05,delivered
414,1783,94,2024-04-29,South,mobile,3,1779.84,delivered
415,124,391,2024-09-21,West,web,2,734.06,delivered
416,2080,259,2025-05-09,North,web,2,4214.14,delivered
417,101,345,2023-03-09,East,mobile,3,1641.45,delivered
418,2469,311,2024-06-22,North,web,2,711.04,delivered
419,66,179,2023-03-31,South,marketplace,1,281.33,delivered
420,2500,168,2023-05-04,South,mobile,1,271.1,delivered
421,1139,337,2024-03-04,West,web,1,407.21,delivered
422,2084,194,2023-07-26,East,web,4,604.36,delivered
423,517,153,2023-09-17,South,web,4,5571.8,delivered
424,2461,244,2024-05-21,East,web,2,3030.54,delivered
425,1888,130,2025-09-14,North,marketplace,2,1110.62,delivered
426,1694,51,2025-11-27,South,web,1,2498.41,delivered
427,1250,328,2024-07-19,North,web,2,1583.34,delivered
428,914,266,2023-10-26,North,marketplace,1,994.06,cancelled
429,907,112,2024-09-30,East,mobile,4,1163.4,delivered
430,1215,323,2024-01-10,East,mobile,4,7080.52,delivered
431,379,272,2025-08-02,West,web,1,560.06,delivered
432,1581,321,2025-11-30,South,web,1,1601.11,returned
433,1921,295,2023-01-19,West,mobile,2,6056.54,delivered
434,1029,137,2023-02-17,East,web,2,2818.74,delivered
435,38,8,2025-02-21,East,web,3,3264.3,delivered
436,1230,140,2025-12-09,East,web,3,4083.57,delivered
437,1252,123,2023-11-16,South,mobile,2,8028.38,delivered
438,856,205,2024-12-04,North,mobile,1,781.41,delivered
439,628,183,2023-01-21,West,mobile,4,11626.6,delivered
440,14,147,2025-04-05,North,web,1,637.29,delivered
441,274,215,2024-08-01,North,web,3,1744.62,delivered
442,2421,206,2025-12-17,East,web,1,989.29,delivered
443,476,269,2025-11-21,West,mobile,3,3955.02,delivered
444,981,366,2023-05-28,South,web,3,2840.07,cancelled
445,1831,93,2023-09-17,East,web,4,1813.08,returned
446,1605,188,2024-11-29,South,web,2,3337.36,delivered
447,1501,273,2023-07-03,South,web,1,269.17,delivered
448,969,3,2024-11-19,South,mobile,1,1247.76,cancelled
449,1369,229,2025-05-07,East,mobile,3,6502.95,returned
450,1044,138,2024-09-09,West,mobile,3,3482.37,delivered
451,1061,370,2024-05-14,North,web,2,1518.04,delivered
452,2365,40,2025-12-21,West,web,3,1653.96,delivered
453,2261,59,2025-09-16,West,web,1,1297.93,delivered
454,972,114,2025-03-30,East,web,3,2526.0,delivered
455,2371,151,2024-12-19,West,mobile,4,10796.72,cancelled
456,785,231,2023-08-02,South,mobile,1,762.05,returned
457,757,398,2023-09-19,North,web,3,8392.29,delivered
458,688,37,2024-12-16,North,marketplace,3,2380.53,returned
459,1865,299,2025-03-30,North,mobile,3,3403.02,delivered
460,353,358,2023-12-27,South,marketplace,1,518.08,delivered
461,1074,120,2024-09-24,South,web,2,1090.58,delivered
462,1015,42,2023-12-15,West,web,1,341.59,delivered
463,1547,16,2025-09-20,South,marketplace,2,895.52,delivered
464,351,147,2024-06-24,South,marketplace,1,637.29,delivered
465,2007,332,2023-11-27,West,mobile,2,788.1,delivered
466,1499,345,2025-07-20,West,mobile,3,1641.45,delivered
467,2500,368,2024-04-02,North,web,1,971.47,cancelled
468,2095,249,2025-04-12,South,marketplace,2,2041.2,delivered
469,1746,67,2023-10-31,West,web,3,2000.94,cancelled
